Food_Category,Moisture_Content_pct,pH,Water_Activity,Protein_Content_pct,Fat_Content_pct,Storage_Temp_C,Relative_Humidity_pct,Packaging_Type,Preservative_Conc_pct,Shelf_Life_Days
Bakery,24.6,7.39,0.895,11.9,21.6,14.7,73.1,Standard Plastic,0.029,3.3
Seafood,79.6,6.17,0.979,16.0,7.5,15.7,65.0,Standard Plastic,0.058,1.0
Dairy,64.8,4.49,0.984,4.2,,15.9,46.7,Vacuum Sealed,0.005,4.6
Seafood,79.3,6.69,0.986,16.6,1.9,1.8,77.5,Modified Atmosphere,0.033,2.6
Dairy,74.7,6.61,0.978,6.8,11.3,2.1,66.1,Glass,0.112,6.6
dairy,45.0,3.86,0.895,4.4,15.5,13.4,86.0,Standard Plastic,0.341,120.9
Dairy,46.8,6.71,0.983,7.5,6.6,14.1,62.5,Vacuum Sealed,0.045,2.9
Dairy,74.7,5.94,0.98,3.0,5.2,,78.1,Standard Plastic,0.265,2.8
Produce,78.3,,0.982,2.7,0.9,10.3,62.7,Glass,0.41,6.7
Produce,85.9,4.52,0.965,3.4,0.7,3.7,54.0,Standard Plastic,0.314,8.0
Produce,88.3,6.23,0.952,2.1,1.0,0.7,52.1,Standard Plastic,0.259,6.6
Snacks,8.6,,0.229,4.4,17.9,24.7,43.8,Glass,0.132,342.4
Meat,72.9,6.19,0.981,19.5,6.9,2.7,39.1,Standard Plastic,0.161,2.5
Snacks,6.3,7.49,0.392,3.9,23.2,18.7,45.8,Standard Plastic,0.003,320.2
Produce,81.4,5.85,0.978,3.8,0.8,4.0,55.9,Standard Plastic,0.474,6.8
Seafood,74.0,6.65,0.975,18.5,6.2,10.1,91.6,Standard Plastic,0.092,1.0
Dairy,,5.66,,4.6,5.3,5.8,93.7,Standard Plastic,0.498,6.9
Produce,73.7,4.87,0.973,2.8,0.6,23.6,87.5,Vacuum Sealed,0.258,2.1
Produce,84.1,,0.981,2.6,1.0,8.9,48.2,Standard Plastic,0.389,6.4
Seafood,72.3,6.12,0.978,24.4,8.3,1.9,53.1,Standard Plastic,0.202,2.0
Dairy,77.3,5.42,0.974,4.5,9.2,1.3,35.4,Standard Plastic,0.095,9.6
Dairy,75.8,6.59,0.978,5.3,5.3,13.9,45.8,Vacuum Sealed,0.47,3.8
Meat,67.9,5.85,0.979,19.4,13.5,6.6,81.8,Standard Plastic,0.196,2.2
Bakery,24.7,6.52,0.806,8.6,7.8,10.7,68.9,Vacuum Sealed,0.199,7.0
Produce,82.1,5.68,0.974,2.0,1.3,,41.1,Standard Plastic,0.218,3.2
Produce,75.0,6.43,0.951,1.4,1.2,2.0,69.2,Cardboard,0.024,4.1
Produce,87.6,5.33,0.955,2.9,0.3,6.1,83.6,Standard Plastic,0.014,2.6
Meat,69.2,5.82,0.967,21.6,15.1,6.1,83.3,Modified Atmosphere,0.094,2.8
Dairy,68.5,6.42,0.959,5.3,10.7,4.2,68.4,Standard Plastic,0.003,4.2
Bakery,28.9,6.74,0.824,11.5,5.0,26.8,61.8,Glass,0.039,3.1
Snacks,7.9,7.13,0.339,12.0,8.0,2.7,49.6,Vacuum Sealed,0.391,214.6
Dairy,46.6,6.7,0.97,3.7,2.1,14.2,90.6,Standard Plastic,0.411,2.5
Condiments,59.7,3.74,0.919,4.3,7.1,23.1,67.2,Cardboard,0.284,159.2
Dairy,79.5,5.24,0.98,7.1,5.5,18.2,47.5,Vacuum Sealed,0.176,4.0
Meat,60.2,6.42,0.986,26.3,7.6,8.6,42.9,Standard Plastic,0.422,1.0
Snacks,4.3,5.63,0.234,,16.7,,41.3,Standard Plastic,0.344,168.9
Seafood,73.1,6.59,0.976,18.4,7.8,0.6,80.1,Vacuum Sealed,0.01,3.4
Dairy,54.4,5.63,0.985,5.5,,0.3,71.4,Standard Plastic,0.11,9.6
Dairy,57.6,5.75,0.976,7.2,7.7,2.5,70.6,Vacuum Sealed,0.128,12.1
Dairy,61.3,,0.99,7.0,6.6,0.9,84.8,Vacuum Sealed,0.085,11.0
Seafood,75.4,6.3,0.981,20.9,5.0,1.6,79.3,Cardboard,0.013,1.8
Seafood,71.0,6.42,0.973,19.0,6.7,24.9,38.8,Standard Plastic,0.198,1.0
Dairy,64.9,,0.984,6.6,8.7,11.3,78.6,Standard Plastic,0.107,2.3
Condiments,58.5,4.66,0.791,4.4,28.5,15.4,69.5,Cardboard,0.336,342.3
Meat,66.1,5.7,0.975,26.7,11.7,1.5,66.6,Glass,0.066,3.8
Seafood,74.8,6.11,0.981,15.7,6.2,3.6,82.7,,0.067,2.1
Snacks,11.9,6.89,0.236,6.9,33.6,25.0,31.4,Standard Plastic,0.036,269.4
Condiments,53.6,3.2,0.868,,18.3,17.4,89.7,Glass,0.11,135.8
Produce,74.8,5.01,0.972,4.4,1.4,97.4,85.8,Glass,0.22,1.7
Meat,62.6,5.91,0.972,21.0,18.6,3.3,80.7,Standard Plastic,0.037,2.4
Produce,83.0,5.24,0.984,4.7,1.9,24.2,38.1,Modified Atmosphere,0.338,2.4
Seafood,80.0,6.4,0.976,15.5,7.4,2.1,40.0,Standard Plastic,0.255,2.0
Dairy,50.1,5.64,0.972,4.0,5.1,2.5,41.3,Standard Plastic,0.165,9.0
Meat,67.8,6.49,0.989,26.9,6.4,6.2,91.9,,0.096,1.6
Meat,72.7,6.25,0.978,25.7,3.6,20.7,80.3,Standard Plastic,0.38,1.0
Produce,88.5,,0.962,1.9,1.8,13.4,49.5,Glass,0.156,4.6
Dairy,76.6,6.43,0.96,3.6,0.4,6.2,69.6,Vacuum Sealed,0.112,6.6
Condiments,44.5,4.97,0.763,3.9,9.7,23.8,54.0,Cardboard,0.334,147.0
Dairy,60.0,5.33,0.989,6.4,8.1,11.9,43.9,Glass,0.16,3.3
Meat,70.8,,0.985,20.0,,8.3,,Modified Atmosphere,0.057,1.0
Seafood,64.2,6.29,0.971,17.4,11.0,11.7,60.3,Glass,0.077,1.0
Bakery,21.2,11.7,0.808,10.9,15.2,53.0,66.5,Modified Atmosphere,0.099,6.9
Beverages,93.6,3.15,0.977,2.8,0.4,19.1,31.5,Standard Plastic,0.055,43.2
Beverages,86.8,5.58,0.974,0.9,0.2,14.5,56.2,Modified Atmosphere,0.225,181.6
Produce,84.8,5.15,0.953,3.6,0.6,9.1,84.8,Modified Atmosphere,0.413,6.6
Snacks,6.0,7.12,0.346,7.7,28.6,28.5,54.9,Vacuum Sealed,0.082,315.4
Snacks,13.3,5.01,0.289,,19.2,11.2,85.1,Standard Plastic,0.446,161.0
Bakery,24.1,6.22,0.91,7.3,16.3,18.2,61.3,Standard Plastic,0.069,3.9
Produce,85.1,4.17,,2.7,0.8,2.7,38.7,Glass,0.375,10.9
Produce,81.1,6.08,0.959,3.8,1.3,8.0,45.8,Standard Plastic,0.398,4.4
Produce,84.4,4.39,0.96,3.2,1.0,17.9,50.6,Glass,0.088,3.0
Condiments,49.0,3.39,0.839,3.9,8.1,5.1,50.4,Modified Atmosphere,0.107,219.0
Snacks,10.8,6.3,0.624,10.0,,15.0,32.2,Standard Plastic,0.077,85.8
Snacks,10.5,6.67,0.471,7.0,17.4,20.9,79.3,Standard Plastic,0.052,96.3
Meat,69.3,5.72,0.986,,12.0,13.5,60.0,Standard Plastic,0.238,1.0
Seafood,74.0,6.77,0.971,18.3,8.4,9.9,79.2,Standard Plastic,0.206,1.0
Dairy,79.5,6.76,0.963,7.2,4.3,5.0,77.4,Cardboard,0.058,4.2
Seafood,62.9,6.37,0.975,20.1,6.0,24.9,69.7,Glass,0.167,1.0
Dairy,78.1,6.66,0.98,4.5,8.5,14.8,93.4,Standard Plastic,0.387,2.4
Seafood,81.6,6.94,0.979,20.3,4.1,3.8,77.3,Glass,0.063,1.9
Meat,67.2,6.15,0.972,23.2,18.8,13.0,94.4,Standard Plastic,0.058,1.0
Produce,74.5,3.54,0.976,2.4,0.5,24.1,72.4,Modified Atmosphere,0.465,3.0
Condiments,35.3,4.36,0.764,3.8,23.9,4.1,36.8,,0.439,279.6
Beverages,85.0,3.64,0.998,1.9,0.6,20.1,64.3,Cardboard,0.033,63.1
Dairy,52.3,6.63,,8.0,8.2,18.2,53.5,Standard Plastic,,2.9
Dairy,57.6,5.56,0.977,3.1,6.5,3.1,35.2,Glass,,9.6
Snacks,12.2,5.53,0.494,4.0,32.2,,74.1,Vacuum Sealed,0.104,164.7
Produce,83.2,4.38,0.968,2.9,0.8,6.6,89.5,Glass,0.016,4.8
Bakery,29.6,5.82,0.844,7.8,16.5,14.6,78.7,Standard Plastic,0.052,4.8
Bakery,34.8,7.37,0.887,8.4,,23.8,31.4,Cardboard,0.043,3.0
Beverages,93.3,4.11,0.964,2.5,0.1,5.9,87.8,Vacuum Sealed,0.101,74.8
Produce,87.8,3.5,0.951,1.0,0.3,7.3,89.7,Cardboard,0.004,4.6
Snacks,7.0,5.21,0.622,3.6,13.7,5.7,60.5,Modified Atmosphere,0.05,141.0
Produce,75.6,3.91,0.976,4.6,1.4,4.7,67.1,Cardboard,0.173,5.0
Condiments,59.2,,0.894,1.2,19.4,22.5,59.1,Vacuum Sealed,0.102,231.8
Produce,85.5,6.32,0.956,4.4,0.6,18.5,80.8,Standard Plastic,0.192,1.4
Meat,,5.66,0.973,24.2,3.8,15.6,50.1,Standard Plastic,0.385,1.1
Condiments,59.0,3.83,0.726,3.4,3.6,4.1,71.6,Glass,0.175,193.5
Produce,86.6,4.28,0.967,3.0,0.2,8.0,93.7,Vacuum Sealed,0.022,6.2
Beverages,96.8,,0.971,2.2,2.0,15.3,,Vacuum Sealed,0.498,74.1
Snacks,7.7,6.16,0.505,10.7,9.4,22.0,85.4,Standard Plastic,0.245,101.4
Beverages,94.3,5.92,0.985,1.5,0.0,15.3,53.1,Vacuum Sealed,0.222,57.5
Meat,,6.49,0.986,26.7,17.1,5.6,,Standard Plastic,0.489,1.6
Produce,74.2,4.55,0.982,1.1,0.8,,45.5,Modified Atmosphere,0.485,3.7
Produce,75.1,,0.966,4.5,1.0,9.2,73.1,Standard Plastic,0.174,4.3
Dairy,79.7,5.93,0.974,7.1,8.0,5.2,86.9,Standard Plastic,0.445,7.9
Condiments,49.5,4.63,0.856,2.6,23.2,18.6,61.7,Modified Atmosphere,0.028,175.8
Snacks,8.6,6.65,0.22,7.4,20.7,24.7,30.4,,0.234,335.9
Bakery,37.4,5.85,0.844,11.7,13.3,23.8,83.5,Standard Plastic,0.337,5.3
Dairy,71.0,6.51,0.981,5.5,0.9,2.9,79.2,Glass,0.089,5.0
Seafood,70.7,6.61,0.974,16.6,3.6,1.7,34.3,,0.11,2.2
Produce,78.0,,0.958,5.0,0.4,12.9,81.5,Standard Plastic,0.234,2.7
Bakery,29.6,5.6,0.83,,16.7,15.2,43.0,Standard Plastic,0.423,7.3
Dairy,70.8,6.4,0.979,4.3,0.5,4.6,74.8,Vacuum Sealed,0.141,6.8
Beverages,98.2,5.14,0.965,1.8,1.2,18.4,,Glass,0.458,48.1
Produce,87.0,5.14,0.959,1.2,0.2,19.6,85.9,Standard Plastic,0.214,1.7
Meat,70.4,6.69,0.987,23.3,5.6,4.8,48.5,Standard Plastic,0.266,1.2
Seafood,,6.19,0.975,22.3,3.3,15.4,59.1,Modified Atmosphere,0.266,1.0
Produce,76.5,5.57,0.986,4.6,0.9,20.4,55.3,Cardboard,0.318,1.6
Dairy,,6.42,0.986,4.9,8.0,22.8,79.1,Modified Atmosphere,0.444,3.3
Snacks,8.8,5.18,0.422,3.2,27.7,12.2,59.8,Modified Atmosphere,0.181,174.5
Snacks,7.4,5.41,0.422,10.1,19.1,17.4,63.0,Modified Atmosphere,0.398,201.8
Meat,55.4,6.0,0.974,20.5,11.8,0.4,47.2,Standard Plastic,0.287,3.6
Meat,70.7,5.58,0.963,18.9,10.0,2.2,72.7,Modified Atmosphere,0.092,4.1
Condiments,55.6,3.03,0.887,1.5,24.7,19.5,62.5,Modified Atmosphere,0.317,185.7
Meat,68.3,5.93,0.989,23.3,3.9,23.8,81.5,Vacuum Sealed,0.491,1.4
Snacks,12.6,6.89,0.551,3.0,21.5,,,Standard Plastic,0.042,92.8
Meat,58.7,6.15,0.984,20.1,7.3,,72.7,Cardboard,0.326,1.5
Beverages,91.1,5.88,0.983,2.3,0.9,5.8,70.1,Vacuum Sealed,0.13,366.2
Bakery,26.1,6.12,0.881,8.8,15.7,27.1,61.0,Standard Plastic,0.071,1.6
Meat,69.7,5.83,0.98,18.4,11.1,8.4,89.8,Vacuum Sealed,0.276,1.3
Beverages,94.8,6.8,0.96,1.7,0.5,9.1,74.0,Glass,0.298,272.9
Meat,66.6,5.96,0.984,24.3,11.1,2.1,80.0,Cardboard,0.018,2.5
Produce,85.0,5.34,0.98,2.5,0.4,5.9,89.5,Glass,0.001,3.6
Condiments,52.8,3.06,0.842,4.3,25.4,18.4,55.8,Standard Plastic,0.032,197.8
Snacks,,6.33,0.246,10.1,23.3,18.1,57.2,Standard Plastic,0.049,139.0
Dairy,62.3,6.26,0.985,7.5,4.1,10.3,88.4,Cardboard,0.343,2.3
Snacks,2.6,5.67,0.407,3.8,29.6,22.8,39.9,Modified Atmosphere,0.326,185.5
Produce,79.4,,,4.7,1.7,2.7,37.0,Standard Plastic,0.049,6.3
Dairy,49.2,4.55,0.97,7.6,7.3,,67.9,Standard Plastic,0.396,4.0
Bakery,34.8,5.53,0.938,6.9,7.3,24.8,55.9,Vacuum Sealed,0.167,4.0
Meat,62.6,6.11,0.966,19.9,8.7,5.7,71.4,Vacuum Sealed,0.148,4.2
Produce,79.5,5.85,0.952,1.4,1.2,7.0,72.9,Standard Plastic,0.353,5.3
Seafood,,6.11,0.978,22.3,11.1,6.3,53.1,Modified Atmosphere,0.345,1.0
Condiments,40.5,,0.776,2.3,3.2,23.4,48.9,Standard Plastic,0.196,122.0
Dairy,59.2,5.85,0.973,5.3,,8.3,39.6,Cardboard,0.106,4.7
Produce,76.2,4.47,0.975,1.0,0.5,3.4,69.8,Modified Atmosphere,0.264,9.0
Meat,67.5,6.48,0.971,23.0,9.5,13.5,54.7,Standard Plastic,0.232,1.0
Meat,71.1,6.42,0.975,19.4,16.1,22.8,35.1,Glass,0.274,1.1
Seafood,72.6,6.14,0.973,18.0,1.2,22.2,44.7,Cardboard,0.359,1.0
Snacks,3.3,6.83,0.294,11.0,12.0,16.6,69.7,Glass,,149.7
Seafood,77.5,6.27,0.982,21.5,2.4,2.6,86.4,Glass,0.005,2.1
Seafood,78.3,6.96,0.971,15.4,7.4,1.8,76.2,Vacuum Sealed,0.125,3.4
Snacks,6.0,5.5,0.403,3.4,25.1,6.2,49.8,Glass,0.164,172.7
Dairy,65.5,4.26,0.985,7.7,3.4,11.8,35.9,Standard Plastic,0.275,4.1
Bakery,,6.42,0.813,11.3,19.0,14.7,48.2,Standard Plastic,0.045,4.6
Bakery,27.6,6.53,0.808,8.8,23.9,3.6,30.1,Vacuum Sealed,,8.8
Condiments,43.5,4.35,0.796,4.3,29.6,19.3,50.4,Vacuum Sealed,0.253,393.6
Seafood,64.0,6.08,0.986,,5.9,7.3,57.2,Standard Plastic,0.455,1.0
Seafood,76.4,6.22,0.972,19.4,4.8,2.9,84.3,Modified Atmosphere,0.038,2.3
Produce,87.0,4.61,0.965,1.9,0.5,6.6,93.0,Glass,0.031,3.6
Dairy,56.7,5.35,0.98,5.0,6.2,4.0,67.2,Glass,0.38,10.3
Seafood,76.9,6.75,0.989,17.5,2.9,3.8,86.5,Glass,0.026,1.6
Produce,74.1,4.91,0.989,1.8,1.8,22.8,69.5,Glass,0.37,2.2
Condiments,31.6,4.55,0.776,1.7,24.9,19.2,52.8,Standard Plastic,0.267,163.4
Bakery,25.9,,0.835,9.6,15.7,23.6,55.8,Standard Plastic,0.245,5.3
Snacks,6.7,6.8,0.208,9.8,18.7,20.8,35.3,Cardboard,0.092,408.3
Meat,67.3,5.85,0.967,23.7,9.3,4.5,72.8,Modified Atmosphere,0.192,3.7
Bakery,37.5,6.38,0.84,9.3,7.2,15.7,42.1,Standard Plastic,0.265,5.1
Seafood,68.7,6.5,0.979,18.9,6.5,13.2,75.0,Glass,0.189,1.0
Seafood,64.4,,0.985,19.9,5.6,23.0,53.4,Cardboard,0.23,1.0
Meat,61.4,6.47,0.976,18.9,15.0,18.4,48.6,Modified Atmosphere,0.234,1.2
Bakery,21.7,6.63,0.838,10.6,,21.9,52.2,Standard Plastic,0.018,4.1
Seafood,71.7,6.79,0.984,24.1,11.4,1.6,56.2,Vacuum Sealed,0.165,2.6
Seafood,78.7,6.71,0.982,19.6,6.0,0.3,85.9,Cardboard,0.056,2.3
Seafood,70.3,6.23,0.975,18.2,2.7,11.3,86.8,Standard Plastic,0.439,1.0
Bakery,38.3,6.63,0.874,9.5,17.4,19.5,49.5,Modified Atmosphere,0.006,4.3
Dairy,65.6,4.53,0.974,5.5,7.6,7.6,56.2,Vacuum Sealed,0.305,12.0
Condiments,59.0,3.05,0.842,1.1,29.9,21.8,49.3,Modified Atmosphere,0.191,185.4
Condiments,67.1,,,1.4,11.1,17.7,44.7,Standard Plastic,0.082,140.1
Seafood,77.5,6.11,0.977,22.8,2.8,12.8,61.7,Standard Plastic,0.473,1.0
Bakery,89.8,6.52,,3.0,0.0,0.7,83.5,Modified Atmosphere,0.03,43.8
Meat,56.7,,0.98,18.2,5.8,,45.7,Standard Plastic,0.053,1.0
Meat,68.4,5.78,0.982,19.4,15.5,16.1,93.1,Cardboard,0.142,1.0
Meat,65.1,6.01,0.979,22.5,16.2,7.7,76.4,Glass,0.073,2.2
Meat,74.3,14.4,0.982,26.1,,3.0,68.6,Standard Plastic,0.017,2.1
Produce,71.4,5.34,0.966,3.0,1.8,5.3,57.7,Cardboard,0.214,4.6
Dairy,58.2,6.1,0.987,4.6,5.8,21.7,46.4,Vacuum Sealed,0.432,3.9
Beverages,95.8,6.91,0.984,1.6,0.9,13.5,60.1,Standard Plastic,0.102,33.0
Dairy,72.4,5.44,0.986,7.7,7.9,19.4,34.4,Modified Atmosphere,0.487,4.5
Meat,64.3,5.94,0.973,18.5,15.1,2.6,74.8,,0.029,3.1
Condiments,67.7,5.34,0.856,3.2,14.9,8.4,76.5,Standard Plastic,0.466,136.3
Meat,67.9,5.82,0.989,21.2,4.9,15.7,89.5,Standard Plastic,0.313,1.0
Seafood,76.0,6.65,0.989,16.6,3.9,1.4,76.5,Cardboard,0.068,2.2
Dairy,76.0,6.52,0.987,5.7,7.2,13.6,33.3,Glass,0.253,2.9
Dairy,60.8,4.58,0.981,7.4,5.4,21.0,68.4,Modified Atmosphere,0.291,5.3
Snacks,2.2,6.1,0.306,4.4,10.5,6.0,36.5,,0.015,112.0
Dairy,63.3,5.07,0.979,5.9,2.1,19.0,76.3,Standard Plastic,0.026,2.4
Meat,59.5,,,20.2,14.3,4.7,73.0,Standard Plastic,0.193,1.6
Bakery,,6.8,0.905,9.0,7.9,6.3,59.8,Vacuum Sealed,0.497,8.7
Bakery,36.3,5.84,0.88,10.3,7.3,27.6,60.2,Cardboard,0.28,2.5
Condiments,62.1,4.28,0.892,3.3,13.3,21.3,51.1,Glass,0.211,217.2
Condiments,54.4,3.55,0.758,3.1,22.1,18.1,64.9,Standard Plastic,0.282,273.3
Beverages,87.2,6.08,0.977,,,24.7,87.5,Cardboard,0.124,18.1
Meat,59.8,5.79,0.973,20.1,,17.6,44.1,Standard Plastic,0.195,1.2
Dairy,52.3,5.43,0.971,3.5,5.3,8.8,64.9,Glass,0.056,5.8
Seafood,66.0,6.02,0.979,20.0,1.6,12.3,90.3,Vacuum Sealed,0.382,1.0
Dairy,56.4,4.87,0.987,4.2,9.3,12.6,72.6,Standard Plastic,0.316,2.8
Condiments,62.4,3.88,0.771,,20.7,0.5,89.2,Modified Atmosphere,0.315,223.8
Produce,85.6,5.5,0.958,3.4,1.0,13.2,51.7,Standard Plastic,0.099,3.1
Bakery,28.7,7.31,0.912,8.9,22.8,24.8,93.0,Glass,0.072,3.2
Snacks,11.5,6.12,0.351,5.1,15.0,27.4,54.9,Cardboard,0.209,299.9
Beverages,91.0,4.96,0.979,1.3,0.9,13.8,62.6,Vacuum Sealed,0.149,170.6
Produce,93.0,5.34,0.95,1.4,1.2,18.2,34.6,Vacuum Sealed,0.232,2.8
Dairy,56.1,5.64,,4.2,3.2,8.0,70.0,Cardboard,0.279,4.4
Snacks,3.1,6.91,,4.8,28.0,7.0,62.1,,0.253,147.3
Beverages,85.4,6.18,0.979,,0.1,14.8,69.2,Cardboard,0.234,27.2
Produce,85.8,5.27,0.974,1.6,0.6,,65.1,Standard Plastic,,5.1
Beverages,88.2,4.63,0.983,1.8,0.1,8.2,60.5,Vacuum Sealed,0.492,69.7
Condiments,52.2,3.23,0.847,4.6,15.9,23.5,63.2,Standard Plastic,0.147,120.8
Snacks,5.8,6.05,0.421,10.3,21.0,16.4,42.3,Standard Plastic,0.159,126.0
Condiments,42.6,5.0,0.889,2.3,25.2,19.3,54.9,Modified Atmosphere,0.278,235.8
Condiments,,4.36,0.781,4.0,0.3,,67.8,Glass,0.458,246.7
Bakery,40.8,6.4,0.943,10.8,13.2,23.4,45.1,Cardboard,0.208,3.0
Condiments,47.9,3.74,0.855,2.8,10.9,15.9,50.7,Cardboard,0.035,237.0
Snacks,11.7,6.89,0.493,7.6,29.9,10.9,38.1,Standard Plastic,0.476,130.5
Dairy,70.1,6.68,0.972,3.1,5.9,2.0,67.4,Vacuum Sealed,0.098,8.5
Produce,93.9,3.63,0.966,4.8,0.6,18.3,67.6,Modified Atmosphere,0.131,2.6
Seafood,77.0,6.32,0.98,22.1,10.6,1.2,76.9,Standard Plastic,0.413,2.6
Produce,,13.4,,2.6,0.3,18.0,83.6,Glass,0.115,1.9
Dairy,77.1,4.82,0.974,3.4,5.4,13.3,88.4,Cardboard,0.377,2.3
Meat,56.8,6.14,,18.2,3.9,15.2,69.9,Standard Plastic,0.153,1.0
Bakery,35.5,6.43,0.881,10.0,11.5,26.7,47.2,Modified Atmosphere,0.123,3.1
Snacks,11.2,6.15,0.649,10.2,18.2,11.4,93.0,Vacuum Sealed,0.168,106.7
Snacks,9.5,5.13,0.271,11.9,19.3,5.3,63.9,Standard Plastic,0.158,156.7
Bakery,22.0,6.0,0.804,7.4,20.5,17.9,69.7,Cardboard,0.141,3.9
Bakery,37.5,5.76,,10.0,15.5,12.9,35.7,Standard Plastic,0.456,6.4
Condiments,60.8,4.33,0.831,2.8,12.6,22.7,69.6,Standard Plastic,0.067,112.7
Seafood,66.0,6.04,0.977,18.4,2.0,15.5,52.5,Standard Plastic,0.003,1.0
Produce,81.8,5.2,0.976,3.0,1.5,2.2,,Cardboard,0.029,4.9
Meat,66.0,,0.97,25.0,,,87.3,Vacuum Sealed,0.064,1.0
Snacks,14.3,5.85,0.262,7.5,34.1,2.2,61.0,Vacuum Sealed,0.315,259.1
Condiments,65.9,5.44,0.857,2.2,9.8,9.3,55.6,Vacuum Sealed,0.381,198.2
Dairy,45.0,6.5,0.984,6.4,8.1,5.2,61.8,Vacuum Sealed,0.373,10.1
Condiments,34.4,5.21,0.911,2.1,25.0,20.6,47.9,Glass,0.336,113.8
Meat,70.0,5.57,0.967,24.8,11.1,4.9,75.8,Glass,0.063,3.2
Bakery,27.9,7.34,0.86,,23.1,12.5,59.1,Glass,0.354,5.4
Meat,58.8,6.32,0.987,25.0,7.9,7.4,49.3,Glass,0.115,1.1
Seafood,65.7,6.57,0.98,21.6,6.5,8.4,83.7,Glass,0.197,1.0
Meat,55.6,6.43,0.981,25.7,3.9,1.0,57.9,Vacuum Sealed,0.395,5.6
Bakery,35.0,6.18,0.899,5.1,19.7,12.2,82.9,Cardboard,0.463,4.1
Condiments,59.2,4.16,0.728,,16.4,11.9,55.0,Modified Atmosphere,0.073,224.6
Beverages,92.5,6.5,0.969,1.9,1.8,12.8,84.5,Standard Plastic,0.489,36.8
Bakery,32.1,,0.898,9.2,9.2,5.2,48.0,Glass,0.303,7.4
Produce,73.1,4.14,0.963,2.5,,,69.2,Cardboard,0.482,7.8
Seafood,64.9,6.8,0.985,22.2,9.9,9.0,40.9,Vacuum Sealed,,1.0
Produce,81.7,6.08,0.965,1.9,1.9,19.9,33.6,Cardboard,0.347,1.4
Condiments,51.8,4.87,0.741,1.8,,18.7,61.4,Modified Atmosphere,0.484,186.9
Bakery,23.7,6.3,0.861,7.7,22.4,9.1,91.9,Cardboard,0.072,3.5
Meat,61.2,6.01,0.969,24.3,10.2,4.5,74.7,Modified Atmosphere,0.174,4.3
Produce,77.4,4.43,,,1.8,18.1,73.5,Glass,,2.9
Snacks,11.4,6.91,0.553,4.8,17.1,11.7,51.5,Glass,0.165,115.0
Beverages,90.6,5.17,0.99,2.5,1.5,18.7,42.7,Standard Plastic,0.431,43.2
Seafood,61.0,,0.973,23.7,9.9,19.6,31.0,Vacuum Sealed,0.275,1.0
Meat,67.2,5.82,0.979,26.8,18.0,2.7,57.8,Standard Plastic,0.489,3.2
Meat,66.6,5.96,0.979,21.6,5.8,12.6,84.0,Standard Plastic,0.169,1.0
Beverages,98.5,5.42,0.962,1.7,1.0,8.0,46.7,Vacuum Sealed,0.136,63.3
Beverages,94.1,6.5,0.977,1.4,1.7,11.8,86.5,Modified Atmosphere,0.064,38.3
Meat,60.7,5.89,0.971,21.0,19.7,16.1,,Cardboard,0.189,1.0
Bakery,38.5,5.53,0.942,7.2,13.7,20.9,45.0,Modified Atmosphere,0.131,4.9
Meat,66.4,5.6,0.989,19.3,9.5,5.3,72.7,Cardboard,0.083,2.1
Condiments,40.2,4.48,0.831,1.9,5.9,19.7,58.9,Vacuum Sealed,0.215,297.4
Snacks,14.7,7.4,0.487,9.4,28.4,14.1,79.1,Cardboard,0.243,79.0
Meat,,6.06,0.979,23.5,16.5,5.4,84.0,Standard Plastic,0.017,1.7
Beverages,89.1,5.81,0.954,0.4,0.4,15.2,64.5,Standard Plastic,0.12,85.4
Condiments,65.8,3.17,0.765,3.8,3.6,1.6,93.4,Standard Plastic,0.209,159.4
Bakery,33.2,7.43,0.862,9.4,19.3,19.3,71.3,Modified Atmosphere,0.437,6.6
Bakery,25.5,,0.857,10.9,14.7,12.9,50.1,Standard Plastic,0.163,5.4
Produce,83.1,6.45,0.971,1.7,0.1,,89.7,Cardboard,0.473,3.2
Seafood,65.0,6.14,0.988,20.4,9.8,0.9,94.0,Standard Plastic,0.18,1.8
Dairy,55.3,5.98,0.975,3.0,7.1,2.8,72.9,Cardboard,0.485,8.3
Bakery,,7.5,0.854,6.7,17.5,20.0,34.5,Standard Plastic,0.018,3.6
Snacks,6.5,6.72,0.395,7.8,33.2,20.0,30.5,Cardboard,0.175,639.5
Meat,63.6,6.14,0.978,18.5,,1.6,87.4,Glass,0.189,2.7
Dairy,51.9,4.81,0.988,3.0,7.7,23.4,42.2,Standard Plastic,0.373,3.2
Seafood,75.4,6.01,0.982,19.8,5.5,3.3,87.9,Glass,0.104,2.0
Meat,64.9,6.36,0.985,19.3,14.8,5.2,58.7,Vacuum Sealed,0.413,2.5
Dairy,59.7,5.89,0.986,5.3,4.1,18.8,63.3,,0.298,3.0
Bakery,29.6,5.78,0.847,11.1,9.1,27.7,60.5,Cardboard,0.038,2.0
Produce,83.2,4.19,0.981,2.8,1.2,21.9,86.4,Standard Plastic,0.008,1.7
Produce,90.2,4.73,0.963,4.1,0.5,15.4,45.8,Cardboard,0.476,2.7
Condiments,41.7,5.24,0.919,3.2,9.5,19.4,90.5,Standard Plastic,0.403,95.6
Bakery,38.5,6.87,0.949,7.9,20.4,1.0,38.0,Modified Atmosphere,0.201,5.9
Meat,66.7,5.96,0.967,23.0,6.0,7.5,74.7,Cardboard,0.124,2.0
Seafood,75.1,6.52,0.985,16.4,6.6,2.5,86.1,Modified Atmosphere,0.01,2.1
